Sentence,Aspect Term,polarity,Aspect_Label,Sentiment_Label
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",downloads,0,605,2
3) Horrible customer support,customer support,0,269,2
The LED backlit display makes my pictures pop so much more.,LED backlit display,1,606,1
"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,1,607,1
Runs smooth and quick.,Runs,1,487,1
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,2,208,0
The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,battery life,2,1,0
The graphics are great.,graphics,1,197,1
in 5 months the connect quality got worse and worse.,connect quality,0,608,2
"The big screen allows you to enjoy watching movies , pictures and etc!",screen,1,14,1
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone,0,609,2
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic jack,0,610,2
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,2,611,0
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",touch-pad,0,611,2
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphones,0,612,2
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,0,152,2
For the [$] price (special offer) this is a great laptop.,price,1,37,1
the manufacturer's warranty only covers replacement/repair of parts.,warranty,0,41,2
What I'd like is for the laptop to run well without having to purchase additional memory.,memory,0,73,2
What I'd like is for the laptop to run well without having to purchase additional memory.,run,2,315,0
It works exactly like it did the day I took it out of the box.,works,1,67,1
"It is fast booting up , shutting down, and connection with the internet.",connection with the internet,1,613,1
"It is fast booting up , shutting down, and connection with the internet.",booting up,1,614,1
"It is fast booting up , shutting down, and connection with the internet.",shutting down,1,615,1
The battery life is great.,battery life,1,1,1
This is not a serious gaming laptop or a serious media machine;,gaming,0,23,2
  They replaced my hard drive as well as my mother board.,hard drive,2,78,0
  They replaced my hard drive as well as my mother board.,mother board,2,79,0
There is nothing to complain about the system.,system,1,29,1
and it comes with the new OSX that comes with new features that makes the use more easy.,OSX,1,616,1
and it comes with the new OSX that comes with new features that makes the use more easy.,features,1,10,1
and it comes with the new OSX that comes with new features that makes the use more easy.,use,1,8,1
"Now the screen is going darker, darker, darker.",screen,0,14,2
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,0,617,2
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,0,618,2
EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYS,0,617,2
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features,2,314,0
"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Dashboard,2,619,0
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,return policy,0,620,2
"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,0,17,2
Great pick for portability and affordability.,portability,1,602,1
Great pick for portability and affordability.,affordability,1,621,1
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,1,246,1
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,1,622,1
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,1,623,1
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,1,510,1
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,2,624,0
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,1,625,1
I take it everywhere with me because it's so easy to carry.,carry,1,474,1
The only thing is that the battery won't last more than 1/2 an hour.,battery,0,17,2
The first fell apart right after the 1-year-warranty.,1-year-warranty,2,626,0
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,1,627,1
